I0,I1,I2,I3,I4,I5,I6,I7,I8,I9
186.789551,187.075195,-29.238773,-29.238911,-186.207275,0.000000,0.000000,0.000000,0.000000,0.000000
185.630493,185.921631,-27.591383,-27.591619,-185.037231,0.000000,0.000000,0.000000,0.000000,0.000000
184.405518,184.724121,-25.928513,-25.928659,-183.757324,0.000000,0.000000,0.000000,0.000000,0.000000
183.131104,183.449707,-24.250917,-24.250786,-182.482910,0.000000,0.000000,0.000000,0.000000,0.000000
181.873169,182.169800,-22.559374,-22.559217,-181.246948,0.000000,0.000000,0.000000,0.000000,0.000000
180.626221,180.939331,-20.854698,-20.854815,-179.978027,0.000000,0.000000,0.000000,0.000000,0.000000
179.329834,179.653931,-19.137617,-19.137314,-178.681641,0.000000,0.000000,0.000000,0.000000,0.000000
178.016968,178.352051,-17.408974,-17.409098,-177.357788,0.000000,0.000000,0.000000,0.000000,0.000000
176.698608,177.028198,-15.669621,-15.669663,-176.006470,0.000000,0.000000,0.000000,0.000000,0.000000
175.292358,175.649414,-13.920313,-13.920284,-174.567261,0.000000,0.000000,0.000000,0.000000,0.000000
173.820190,174.193726,-12.161927,-12.161910,-173.062134,0.000000,0.000000,0.000000,0.000000,0.000000
172.304077,172.688599,-10.395350,-10.395339,-171.524048,0.000000,0.000000,0.000000,0.000000,0.000000
170.722046,171.123047,-8.621364,-8.621424,-169.920044,0.000000,0.000000,0.000000,0.000000,0.000000
169.118042,169.519043,-6.840911,-6.840910,-168.321533,0.000000,0.000000,0.000000,0.000000,0.000000
167.514038,167.920532,-5.054791,-5.054752,-166.690063,0.000000,0.000000,0.000000,0.000000,0.000000
165.855103,166.272583,-3.263927,-3.263950,-165.009155,0.000000,0.000000,0.000000,0.000000,0.000000
164.163208,164.586182,-1.469210,-1.469216,-163.295288,0.000000,0.000000,0.000000,0.000000,0.000000
162.388916,162.850342,0.328382,0.328382,-161.482544,0.000000,0.000000,0.000000,0.000000,0.000000
160.559692,161.021118,2.128097,2.128078,-159.620361,0.000000,0.000000,0.000000,0.000000,0.000000
158.637085,159.131470,3.928906,3.928902,-157.637329,0.000000,0.000000,0.000000,0.000000,0.000000
156.659546,157.148438,5.729966,5.729869,-155.659790,0.000000,0.000000,0.000000,0.000000,0.000000
