I0,I1,I2,I3,I4,I5,I6,I7,I8,I9
160.433350,159.988403,-28.296501,-28.296671,-161.312256,0.000000,0.000000,0.000000,0.000000,0.000000
162.180176,161.746216,-26.238657,-26.238420,-163.053589,0.000000,0.000000,0.000000,0.000000,0.000000
163.905029,163.482056,-24.171221,-24.171343,-164.739990,0.000000,0.000000,0.000000,0.000000,0.000000
165.580444,165.162964,-22.094759,-22.095140,-166.426392,0.000000,0.000000,0.000000,0.000000,0.000000
167.233887,166.821899,-20.010017,-20.009953,-168.063354,0.000000,0.000000,0.000000,0.000000,0.000000
168.881836,168.475342,-17.917459,-17.917393,-169.705811,0.000000,0.000000,0.000000,0.000000,0.000000
170.502319,170.084839,-15.817895,-15.817928,-171.287842,0.000000,0.000000,0.000000,0.000000,0.000000
172.078857,171.666870,-13.711859,-13.711809,-172.853394,0.000000,0.000000,0.000000,0.000000,0.000000
173.622437,173.232422,-11.600051,-11.599890,-174.385986,0.000000,0.000000,0.000000,0.000000,0.000000
175.138550,174.765015,-9.483012,-9.482934,-175.896606,0.000000,0.000000,0.000000,0.000000,0.000000
176.638184,176.275635,-7.361629,-7.361600,-177.368774,0.000000,0.000000,0.000000,0.000000,0.000000
178.093872,177.736816,-5.236334,-5.236365,-178.796997,0.000000,0.000000,0.000000,0.000000,0.000000
179.511108,179.154053,-3.107904,-3.107891,-180.208740,0.000000,0.000000,0.000000,0.000000,0.000000
180.889893,180.549316,-0.977008,-0.977011,-181.549072,0.000000,0.000000,0.000000,0.000000,0.000000
182.186279,181.862183,1.155685,1.155676,-182.812500,0.000000,0.000000,0.000000,0.000000,0.000000
183.416748,183.120117,3.289556,3.289604,-184.020996,0.000000,0.000000,0.000000,0.000000,0.000000
184.603271,184.317627,5.423874,5.423841,-185.147095,0.000000,0.000000,0.000000,0.000000,0.000000
185.690918,185.416260,7.558014,7.558076,-186.218262,0.000000,0.000000,0.000000,0.000000,0.000000
